"Participant","Trial","Stimulus","Condition","TrialType","Accuracy","RT"
"sub-010",40,"Friendship","Concrete","New",1,669.981696581378
"sub-010",41,"Lamp","Concrete","New",1,576.211756892267
"sub-010",42,"Compassion","Abstract","Old",1,802.203987046403
"sub-010",43,"River","Abstract","New",1,751.849431086445
"sub-010",44,"Apple","Concrete","New",1,502.33616614063
"sub-010",45,"Honesty","Concrete","New",1,625.202534864451
"sub-010",46,"Courage","Concrete","Old",1,476.674178494275
"sub-010",47,"Mountain","Abstract","Old",1,128.159925810233
"sub-010",48,"Happiness","Abstract","New",1,508.156772628546
"sub-010",49,"Friendship","Abstract","New",1,552.746041604691
"sub-010",50,"Garden","Abstract","Old",1,891.83609705412
"sub-010",51,"Knowledge","Concrete","Old",1,601.814274225109
"sub-010",52,"Ambition","Concrete","Old",1,511.904782087032
"sub-010",53,"Road","Concrete","New",0,810.998517061489
"sub-010",54,"Determination","Concrete","New",1,481.922154184273
"sub-010",55,"Camera","Concrete","New",0,497.644946922335
"sub-010",56,"House","Concrete","Old",0,672.897434297878
"sub-010",57,"Determination","Abstract","New",1,408.10226654684
"sub-010",58,"Computer","Abstract","Old",1,978.102279922651
"sub-010",59,"Trust","Abstract","New",1,506.054300217651
"sub-010",60,"Creativity","Concrete","Old",1,429.738407634012
"sub-010",61,"Table","Concrete","Old",1,243.951528456126
"sub-010",62,"Honesty","Abstract","New",1,717.460349905389
"sub-010",63,"Dog","Concrete","Old",1,212.893791861981
"sub-010",64,"Peace","Concrete","New",1,834.106885852323
"sub-010",65,"Patience","Abstract","New",1,559.22849003374
"sub-010",66,"Book","Concrete","New",0,324.787006051084
"sub-010",67,"School","Abstract","Old",1,460.786083555881
"sub-010",68,"Train","Concrete","New",1,643.199071971691
"sub-010",69,"Compassion","Concrete","Old",1,500.008267668218
"sub-010",70,"House","Abstract","Old",0,567.128305684068
"sub-010",71,"Beach","Concrete","Old",1,397.639163236427
"sub-010",72,"Faith","Abstract","Old",1,410.422337197807
"sub-010",73,"Generosity","Concrete","New",1,940.10946738719
"sub-010",74,"Humility","Concrete","Old",1,444.717288032218
"sub-010",75,"Camera","Abstract","New",1,720.588303635768
"sub-010",76,"Book","Abstract","New",1,530.207842418666
"sub-010",77,"Tree","Concrete","New",1,733.416613538495
"sub-010",78,"Happiness","Concrete","New",1,195.790066800087
"sub-010",79,"Hospital","Abstract","Old",1,454.637270898424
"sub-010",80,"Respect","Abstract","New",1,407.170608797728
"sub-010",81,"Love","Concrete","Old",1,548.311265008816
"sub-010",82,"Bridge","Concrete","Old",1,251.062817873387
"sub-010",83,"Train","Abstract","New",1,501.516627349486
"sub-010",84,"Gratitude","Abstract","Old",1,709.837131879529
"sub-010",85,"Hope","Concrete","Old",1,538.957111126697
"sub-010",86,"Park","Concrete","New",0,547.198088352061
"sub-010",87,"Faith","Concrete","Old",1,560.69562654078
"sub-010",88,"Tree","Abstract","New",1,433.531367497635
"sub-010",89,"Wisdom","Concrete","Old",1,609.442206216103
"sub-010",90,"Patience","Concrete","New",1,505.451480516914
"sub-010",91,"Shoe","Abstract","Old",1,720.097651733748
"sub-010",92,"Loyalty","Concrete","Old",1,520.360537220905
"sub-010",93,"Phone","Abstract","New",1,482.793858345167
"sub-010",94,"Boat","Abstract","New",1,973.264882528417
"sub-010",95,"Love","Abstract","Old",1,602.272288099492
"sub-010",96,"Beach","Abstract","Old",1,419.088648874335
"sub-010",97,"Car","Concrete","New",0,638.755751639313
"sub-010",98,"Mountain","Concrete","Old",0,206.790996943522
"sub-010",99,"Hope","Abstract","Old",1,637.647767859525
"sub-010",100,"Car","Abstract","New",1,405.787138327578
"sub-011",1,"Computer","Concrete","Old",0,529.245515293915
"sub-011",2,"Loyalty","Concrete","Old",1,493.095208200887
"sub-011",3,"Park","Concrete","New",1,222.537189193823
"sub-011",4,"Respect","Concrete","Old",1,819.679796899537
"sub-011",5,"Ambition","Concrete","Old",1,175.812188110758
"sub-011",6,"Love","Abstract","Old",1,710.615414690079
"sub-011",7,"House","Abstract","Old",1,567.914196643422
"sub-011",8,"Freedom","Concrete","New",1,612.036474042184
"sub-011",9,"Courage","Abstract","New",1,924.696604445478
"sub-011",10,"Dog","Abstract","New",1,610.273173343655
"sub-011",11,"Road","Abstract","Old",0,573.005934421753
"sub-011",12,"Humility","Concrete","New",1,45.088335189644
"sub-011",13,"School","Concrete","Old",0,402.235495578584
"sub-011",14,"Camera","Abstract","Old",1,140.757408179577
"sub-011",15,"Generosity","Abstract","Old",1,657.734067668086
"sub-011",16,"Compassion","Abstract","Old",1,611.667596355982
"sub-011",17,"Courage","Concrete","New",1,553.252477854886
"sub-011",18,"Friendship","Concrete","New",1,660.215214286302
"sub-011",19,"Mountain","Concrete","New",0,667.91481174343
"sub-011",20,"House","Concrete","Old",1,344.482665576808
"sub-011",21,"Friendship","Abstract","New",1,712.201505484568
"sub-011",22,"Table","Abstract","Old",1,523.201126122704
"sub-011",23,"Tree","Concrete","New",0,260.683796694719
"sub-011",24,"Trust","Concrete","Old",1,688.234069427029
"sub-011",25,"Creativity","Abstract","New",1,335.683197075192
"sub-011",26,"Beach","Concrete","Old",0,450.714013430788
"sub-011",27,"Train","Concrete","Old",1,417.332520223329
"sub-011",28,"Happiness","Concrete","New",1,575.650407794485
"sub-011",29,"Apple","Concrete","New",0,463.551559124186
"sub-011",30,"Happiness","Abstract","New",1,622.658647447981
"sub-011",31,"Integrity","Concrete","New",1,659.240033896123
"sub-011",32,"Freedom","Abstract","New",1,504.685121256414
"sub-011",33,"School","Abstract","Old",0,772.703361602397
"sub-011",34,"Boat","Abstract","New",1,900.784297195142
"sub-011",35,"Hospital","Concrete","New",1,615.440061356702
"sub-011",36,"Boat","Concrete","New",1,847.210136532779
"sub-011",37,"Tree","Abstract","New",0,494.749335421641
"sub-011",38,"Peace","Abstract","Old",1,442.699884414146
"sub-011",39,"Peace","Concrete","Old",1,77.2133071227557
"sub-011",40,"Generosity","Concrete","Old",1,392.924796752986
"sub-011",41,"Hope","Abstract","Old",1,254.490530475035
"sub-011",42,"Respect","Abstract","Old",1,702.775388837336
"sub-011",43,"Beach","Abstract","Old",1,787.135731911811
"sub-011",44,"Shoe","Concrete","New",0,311.993234662489
"sub-011",45,"Gratitude","Concrete","Old",1,333.530532457001
"sub-011",46,"Justice","Abstract","New",1,734.678956245497
"sub-011",47,"Determination","Concrete","Old",1,713.642703327449
"sub-011",48,"Honesty","Concrete","New",1,252.713519937817
"sub-011",49,"Car","Concrete","New",1,354.427810223354
"sub-011",50,"Window","Abstract","New",1,259.34853788928
"sub-011",51,"River","Abstract","New",1,631.182708234876
"sub-011",52,"Car","Abstract","New",1,621.544492174427
"sub-011",53,"Humility","Abstract","New",1,486.950419622506
"sub-011",54,"Creativity","Concrete","New",1,342.068370575525
"sub-011",55,"Success","Concrete","New",1,161.314197341048
"sub-011",56,"River","Concrete","New",1,379.418302013673
"sub-011",57,"Lamp","Abstract","New",1,814.381828830547
"sub-011",58,"Chair","Abstract","New",1,535.816061646794
"sub-011",59,"Hospital","Abstract","New",1,840.286803900894
"sub-011",60,"Success","Abstract","New",1,536.555320674135
"sub-011",61,"Compassion","Concrete","Old",1,635.720397014022
"sub-011",62,"Integrity","Abstract","New",1,508.481124124708
"sub-011",63,"Ambition","Abstract","Old",1,627.439350824379
"sub-011",64,"Wisdom","Abstract","Old",1,595.291680165002
"sub-011",65,"Garden","Abstract","New",1,507.542994697643
"sub-011",66,"Knowledge","Concrete","New",1,600.971317616228
"sub-011",67,"Love","Concrete","Old",1,507.896776887838
"sub-011",68,"Knowledge","Abstract","New",1,430.114644053281
"sub-011",69,"Patience","Concrete","Old",1,792.829058532062
"sub-011",70,"Bridge","Concrete","Old",0,508.554714258715
"sub-011",71,"Table","Concrete","Old",1,457.830490547836
"sub-011",72,"Park","Abstract","New",1,828.561448490728
"sub-011",73,"Computer","Abstract","Old",1,388.184546809221
"sub-011",74,"Apple","Abstract","New",1,1017.87247743161
"sub-011",75,"Loyalty","Abstract","Old",1,529.432821928976
"sub-011",76,"Road","Concrete","Old",0,564.624201110746
"sub-011",77,"Phone","Concrete","Old",1,100.79003581988
"sub-011",78,"Lamp","Concrete","New",0,540.271651763852
"sub-011",79,"Patience","Abstract","Old",1,166.437714857649
"sub-011",80,"Book","Abstract","Old",1,455.847144435755
"sub-011",81,"Hope","Concrete","Old",1,695.185082662764
"sub-011",82,"Faith","Concrete","Old",1,427.804411330669
"sub-011",83,"Shoe","Abstract","New",1,745.194005553133
"sub-011",84,"Bridge","Abstract","Old",0,915.294745196489
"sub-011",85,"Gratitude","Abstract","Old",1,550.353838305015
"sub-011",86,"Book","Concrete","Old",0,552.944425074762
"sub-011",87,"Justice","Concrete","New",1,562.415743995187
"sub-011",88,"Chair","Concrete","New",1,246.080485207522
"sub-011",89,"Trust","Abstract","Old",1,745.598097930117
"sub-011",90,"Honesty","Abstract","New",1,492.042677374409
"sub-011",91,"Wisdom","Concrete","Old",1,509.061736703107
"sub-011",92,"Train","Abstract","Old",1,530.51282519191
"sub-011",93,"Dog","Concrete","New",0,663.910133121524
"sub-011",94,"Determination","Abstract","Old",1,641.21432924103
"sub-011",95,"Garden","Concrete","New",0,369.791333761191
"sub-011",96,"Camera","Concrete","Old",1,329.921902809547
"sub-011",97,"Phone","Abstract","Old",1,890.170642615267
"sub-011",98,"Faith","Abstract","Old",1,519.491295443683
"sub-011",99,"Mountain","Abstract","New",1,762.031138462799
"sub-011",100,"Window","Concrete","New",0,455.258212375402
"sub-012",1,"Love","Abstract","Old",1,303.198020481436
"sub-012",2,"Shoe","Concrete","Old",1,430.645331500616
"sub-012",3,"Boat","Concrete","Old",0,486.402385912636
"sub-012",4,"Boat","Abstract","Old",1,838.795927579068
"sub-012",5,"Beach","Abstract","New",1,641.777402068545
"sub-012",6,"Loyalty","Concrete","Old",1,581.800991162106
"sub-012",7,"Happiness","Concrete","Old",1,553.17204754155
"sub-012",8,"Chair","Abstract","Old",1,521.649403815046
"sub-012",9,"Tree","Abstract","Old",1,844.217750233157
"sub-012",10,"Wisdom","Concrete","New",1,316.711036863612
"sub-012",11,"Hospital","Abstract","Old",1,817.092493447973
"sub-012",12,"Apple","Concrete","New",1,507.137081928739
"sub-012",13,"Book","Abstract","New",1,701.381633893194
"sub-012",14,"Hospital","Concrete","Old",0,753.546048345471
"sub-012",15,"Compassion","Concrete","Old",1,515.968948820461
"sub-012",16,"House","Concrete","Old",0,585.418794771802
"sub-012",17,"Book","Concrete","New",0,459.810502837517
"sub-012",18,"Train","Abstract","New",0,355.77154908766
"sub-012",19,"Gratitude","Abstract","Old",1,604.346998685211
"sub-012",20,"Window","Abstract","Old",1,315.911727094876
"sub-012",21,"Park","Abstract","New",1,462.389936580458
"sub-012",22,"Peace","Concrete","New",1,432.696672290664
"sub-012",23,"Tree","Concrete","Old",1,585.815840347305
"sub-012",24,"Honesty","Abstract","Old",1,671.847279455924
"sub-012",25,"Generosity","Concrete","New",1,856.17311984903
"sub-012",26,"Garden","Abstract","Old",1,712.087021277841
"sub-012",27,"Ambition","Abstract","New",1,839.162812518554
"sub-012",28,"Courage","Abstract","New",1,512.127093688007
"sub-012",29,"Shoe","Abstract","Old",1,667.954385056661
"sub-012",30,"Table","Abstract","New",1,457.282998188582
"sub-012",31,"Knowledge","Abstract","New",1,581.418627665363
"sub-012",32,"Faith","Concrete","Old",1,534.180372249389
"sub-012",33,"Car","Concrete","Old",1,391.535284188927
"sub-012",34,"Friendship","Abstract","New",1,473.477900455845
"sub-012",35,"Car","Abstract","Old",1,506.608136954557
"sub-012",36,"Camera","Abstract","Old",1,337.489581058263
"sub-012",37,"Train","Concrete","New",0,438.881957450237
"sub-012",38,"Justice","Concrete","New",1,629.913834839837
"sub-012",39,"Lamp","Concrete","New",1,593.505273612192
"sub-012",40,"Faith","Abstract","Old",1,442.128589733077
"sub-012",41,"Computer","Abstract","Old",1,664.970612503543
"sub-012",42,"Success","Concrete","Old",1,667.01001864534
"sub-012",43,"Freedom","Concrete","New",1,583.458633426345
"sub-012",44,"Knowledge","Concrete","New",1,280.551282676219
"sub-012",45,"Love","Concrete","Old",1,611.660383933274
"sub-012",46,"Hope","Abstract","New",1,1059.69717187881
"sub-012",47,"Trust","Concrete","Old",1,744.910133303144
"sub-012",48,"Loyalty","Abstract","Old",1,424.460502463757
"sub-012",49,"Garden","Concrete","Old",0,479.859143447314
"sub-012",50,"School","Abstract","Old",1,565.021097456026
"sub-012",51,"Courage","Concrete","New",1,526.386960060259
"sub-012",52,"Phone","Concrete","Old",1,663.479151944034
"sub-012",53,"Generosity","Abstract","New",1,436.951373683202
"sub-012",54,"Camera","Concrete","Old",0,464.783608872304
"sub-012",55,"Integrity","Concrete","Old",1,300.854353318118
"sub-012",56,"House","Abstract","Old",1,378.896814398541
"sub-012",57,"Ambition","Concrete","New",1,619.030691265208
"sub-012",58,"Patience","Abstract","Old",1,620.670942702313
"sub-012",59,"Success","Abstract","Old",1,240.540259019012
"sub-012",60,"Patience","Concrete","Old",1,430.705799708927
"sub-012",61,"School","Concrete","Old",1,427.525694952272
"sub-012",62,"Integrity","Abstract","Old",1,825.448849475572
"sub-012",63,"Respect","Concrete","New",1,587.756339273778
"sub-012",64,"Phone","Abstract","Old",1,228.06338495272
"sub-012",65,"Computer","Concrete","Old",1,626.205656180234
"sub-012",66,"Gratitude","Concrete","Old",1,138.767686086055
"sub-012",67,"Bridge","Concrete","New",0,719.45806677008
"sub-012",68,"Determination","Abstract","New",1,655.705296911167
"sub-012",69,"Humility","Abstract","Old",1,269.928948838907
"sub-012",70,"Mountain","Concrete","New",0,535.991698876191
"sub-012",71,"Respect","Abstract","New",1,1143.92765760996
"sub-012",72,"Happiness","Abstract","Old",1,451.99134490562
"sub-012",73,"Apple","Abstract","New",1,958.441798143
"sub-012",74,"Wisdom","Abstract","New",1,856.990061313969
"sub-012",75,"Window","Concrete","Old",1,444.269760153462
"sub-012",76,"Peace","Abstract","New",1,460.654581592422
"sub-012",77,"Chair","Concrete","Old",1,516.764163057833
"sub-012",78,"Freedom","Abstract","New",1,389.116497662184
"sub-012",79,"Dog","Concrete","New",0,433.276973855268
"sub-012",80,"Bridge","Abstract","New",1,508.212042742116
"sub-012",81,"Compassion","Abstract","Old",1,331.375264120215
"sub-012",82,"Justice","Abstract","New",1,504.698441943483
"sub-012",83,"Friendship","Concrete","New",1,531.268170554852
"sub-012",84,"Mountain","Abstract","New",1,374.772035789101
"sub-012",85,"Creativity","Concrete","New",1,127.189958784731
"sub-012",86,"Table","Concrete","New",1,298.287684050309
"sub-012",87,"Lamp","Abstract","New",1,517.170145100303
"sub-012",88,"Trust","Abstract","Old",1,546.664422930256
"sub-012",89,"Hope","Concrete","New",1,545.078399412793
"sub-012",90,"Determination","Concrete","New",1,605.994397233556
"sub-012",91,"River","Concrete","New",0,508.523632860149
"sub-012",92,"River","Abstract","New",0,353.293590316478
"sub-012",93,"Dog","Abstract","New",1,887.347495295124
"sub-012",94,"Road","Concrete","New",1,483.988146138978
"sub-012",95,"Park","Concrete","New",1,360.464774351255
"sub-012",96,"Creativity","Abstract","New",1,782.49740890488
"sub-012",97,"Beach","Concrete","New",0,134.015942655246
"sub-012",98,"Road","Abstract","New",1,533.762377449497
"sub-012",99,"Humility","Concrete","Old",1,437.298034541267
"sub-012",100,"Honesty","Concrete","Old",1,458.842408238832
"sub-013",1,"Camera","Concrete","New",0,716.24900458669
"sub-013",2,"Ambition","Abstract","Old",1,650.298682850357
"sub-013",3,"Shoe","Abstract","Old",1,416.291353716166
"sub-013",4,"Apple","Abstract","Old",1,688.516150168504
"sub-013",5,"Mountain","Concrete","New",0,893.712562821658
"sub-013",6,"Faith","Abstract","Old",1,574.317860753671
"sub-013",7,"Hospital","Abstract","New",1,223.246346750458
"sub-013",8,"Wisdom","Concrete","New",1,619.37360037629
"sub-013",9,"Humility","Abstract","New",1,432.054717258738
"sub-013",10,"Success","Abstract","Old",1,600.510370824495
"sub-013",11,"Window","Concrete","Old",1,565.112756348082
"sub-013",12,"Dog","Abstract","New",1,551.402909675004
"sub-013",13,"Honesty","Abstract","Old",1,208.509151141576
"sub-013",14,"Lamp","Abstract","New",1,593.659069406313
"sub-013",15,"House","Abstract","Old",1,294.9080772465
"sub-013",16,"Camera","Abstract","New",1,536.046682356863
"sub-013",17,"Friendship","Concrete","Old",1,580.546859245982
"sub-013",18,"Patience","Concrete","New",1,733.096610085832
"sub-013",19,"Love","Abstract","New",1,766.094709522815
"sub-013",20,"Trust","Concrete","Old",1,307.839710751616
"sub-013",21,"School","Concrete","New",1,328.692852770467
"sub-013",22,"Computer","Abstract","New",1,675.152940505516
"sub-013",23,"Phone","Concrete","Old",0,865.354508433913
"sub-013",24,"Car","Abstract","New",1,877.251074601262
"sub-013",25,"Creativity","Concrete","New",1,266.677492956386
"sub-013",26,"Gratitude","Concrete","Old",1,385.952410926259
"sub-013",27,"Creativity","Abstract","New",1,509.334104021041
"sub-013",28,"Freedom","Concrete","Old",1,367.110280017395
"sub-013",29,"Loyalty","Concrete","New",1,414.165214596876
"sub-013",30,"Apple","Concrete","Old",0,653.06072538046
"sub-013",31,"Courage","Concrete","Old",1,266.360272443887
"sub-013",32,"Book","Abstract","Old",1,732.12204172484
"sub-013",33,"Ambition","Concrete","Old",1,363.461296167367
"sub-013",34,"Lamp","Concrete","New",0,478.070092055879
"sub-013",35,"Train","Abstract","Old",1,626.066167950306
"sub-013",36,"Generosity","Abstract","New",1,647.282850064423
"sub-013",37,"Bridge","Concrete","New",0,711.944248395154
"sub-013",38,"Honesty","Concrete","Old",1,459.770487756353
"sub-013",39,"Humility","Concrete","New",1,581.540186198509
"sub-013",40,"Car","Concrete","New",0,785.587408580153
"sub-013",41,"Freedom","Abstract","Old",1,287.053612980905
"sub-013",42,"Road","Abstract","Old",1,693.284301876406
"sub-013",43,"Boat","Concrete","Old",1,167.990976821026
"sub-013",44,"Knowledge","Abstract","New",1,756.803277305659
"sub-013",45,"Loyalty","Abstract","New",1,786.142047666719
"sub-013",46,"Table","Abstract","Old",1,866.611042326112
"sub-013",47,"Table","Concrete","Old",0,255.331669157521
"sub-013",48,"Generosity","Concrete","New",1,512.974420400519
"sub-013",49,"Integrity","Concrete","New",1,442.421923408845
"sub-013",50,"Patience","Abstract","New",1,499.565220320177
"sub-013",51,"Determination","Concrete","Old",1,661.455060309924
"sub-013",52,"Tree","Abstract","Old",1,268.096320914166
"sub-013",53,"Compassion","Concrete","New",1,258.837549920047
"sub-013",54,"Faith","Concrete","Old",1,700.146206989991
"sub-013",55,"Peace","Abstract","New",1,548.169974673386
"sub-013",56,"Justice","Abstract","New",1,289.554312975951
"sub-013",57,"House","Concrete","Old",0,92.5122988461387
"sub-013",58,"Window","Abstract","Old",1,487.22852807083
"sub-013",59,"River","Abstract","New",1,370.608851420921
"sub-013",60,"Book","Concrete","Old",1,1017.58806540811
"sub-013",61,"Boat","Abstract","Old",1,656.735542603362
"sub-013",62,"Chair","Concrete","New",0,45.8189375987343
"sub-013",63,"Hospital","Concrete","New",1,313.41026552904
"sub-013",64,"Bridge","Abstract","New",1,466.721087480321
"sub-013",65,"Gratitude","Abstract","Old",1,592.313299399583
"sub-013",66,"Knowledge","Concrete","New",1,623.443171405152
"sub-013",67,"Phone","Abstract","Old",1,613.684816027931
"sub-013",68,"Happiness","Abstract","New",1,418.709132713713
"sub-013",69,"Compassion","Abstract","New",1,668.76798886149
"sub-013",70,"River","Concrete","New",0,359.49159692914
"sub-013",71,"Park","Concrete","Old",1,563.234821642034
"sub-013",72,"Beach","Concrete","Old",0,223.94894804848
"sub-013",73,"Success","Concrete","Old",1,464.11782423539
"sub-013",74,"Happiness","Concrete","New",1,434.81411198734
"sub-013",75,"Train","Concrete","Old",0,636.418106083656
"sub-013",76,"Wisdom","Abstract","New",1,832.381023789806
"sub-013",77,"Hope","Abstract","Old",1,654.042681074256
"sub-013",78,"Dog","Concrete","New",1,622.97720292412
"sub-013",79,"Peace","Concrete","New",1,530.08323062358
"sub-013",80,"Road","Concrete","Old",0,335.753461002176
"sub-013",81,"Courage","Abstract","Old",1,664.252946194889
"sub-013",82,"Hope","Concrete","Old",1,228.6697052964
"sub-013",83,"Garden","Concrete","New",1,203.22385492191
"sub-013",84,"Determination","Abstract","Old",1,701.494337236935
"sub-013",85,"Friendship","Abstract","Old",1,678.559793148733
"sub-013",86,"Respect","Concrete","Old",1,325.687613107701
"sub-013",87,"Tree","Concrete","Old",0,577.632141018652
"sub-013",88,"Shoe","Concrete","Old",1,438.060740320295
"sub-013",89,"Trust","Abstract","Old",1,396.792526004718
"sub-013",90,"Love","Concrete","New",1,640.695263942246
"sub-013",91,"Integrity","Abstract","New",1,619.877320090595
"sub-013",92,"Justice","Concrete","New",1,285.591965851298
"sub-013",93,"Chair","Abstract","New",1,705.376849033339
"sub-013",94,"Park","Abstract","Old",1,905.578064816652
"sub-013",95,"Garden","Abstract","New",1,336.988710522602
"sub-013",96,"Mountain","Abstract","New",1,715.616220556541
"sub-013",97,"School","Abstract","New",1,268.499900996713
"sub-013",98,"Computer","Concrete","New",1,409.640137340265
"sub-013",99,"Beach","Abstract","Old",1,548.985999391761
"sub-013",100,"Respect","Abstract","Old",1,726.882182101196
"sub-014",1,"Apple","Concrete","Old",1,654.914304317926
"sub-014",2,"Integrity","Abstract","Old",1,51.3511641296599
"sub-014",3,"Hospital","Abstract","Old",1,419.635493636592
"sub-014",4,"Window","Abstract","Old",1,544.123124838185
"sub-014",5,"River","Concrete","New",0,601.989400029866
"sub-014",6,"Car","Abstract","New",1,888.135903894242
"sub-014",7,"Honesty","Concrete","New",1,283.458957767127
"sub-014",8,"Camera","Abstract","New",1,491.937237295923
"sub-014",9,"Wisdom","Abstract","Old",1,566.923066523048
"sub-014",10,"Camera","Concrete","New",1,478.199751731522
"sub-014",11,"Hope","Concrete","Old",1,513.859051839931
"sub-014",12,"Boat","Concrete","New",0,-78.142347567387
"sub-014",13,"Ambition","Abstract","Old",1,621.250001657022
"sub-014",14,"School","Concrete","Old",1,503.179834481386
"sub-014",15,"Phone","Abstract","Old",1,409.423414401807
"sub-014",16,"Patience","Abstract","New",1,467.27188452825
"sub-014",17,"Hope","Abstract","Old",1,244.477770151
"sub-014",18,"Justice","Abstract","Old",1,938.262917862545
"sub-014",19,"Trust","Concrete","New",1,712.097181527876
"sub-014",20,"Trust","Abstract","New",1,363.803626603718
"sub-014",21,"Love","Concrete","New",1,461.661876820922
"sub-014",22,"Justice","Concrete","Old",1,434.917045292422
"sub-014",23,"Determination","Abstract","Old",1,437.227764593119
"sub-014",24,"Honesty","Abstract","New",1,619.250394679436
"sub-014",25,"Beach","Concrete","Old",1,239.460446878454
"sub-014",26,"Respect","Abstract","New",1,608.520215861509
"sub-014",27,"Hospital","Concrete","Old",1,700.466450751975
"sub-014",28,"Chair","Abstract","Old",1,220.675588524872
"sub-014",29,"Wisdom","Concrete","Old",1,462.342207028926
"sub-014",30,"Park","Concrete","Old",1,164.925178437718
"sub-014",31,"Loyalty","Concrete","New",1,649.316152025555
"sub-014",32,"Garden","Concrete","Old",1,290.187689992291
"sub-014",33,"Compassion","Abstract","Old",1,307.944386861448
"sub-014",34,"Window","Concrete","Old",1,412.268397345706
"sub-014",35,"Compassion","Concrete","Old",1,283.183179691867
"sub-014",36,"Computer","Concrete","New",0,471.919692275578
"sub-014",37,"Humility","Abstract","Old",1,641.633170900671
"sub-014",38,"Mountain","Concrete","Old",1,565.03888245999
"sub-014",39,"Table","Concrete","Old",0,294.674903859564
"sub-014",40,"Courage","Abstract","Old",1,485.201510848977
"sub-014",41,"Garden","Abstract","Old",1,561.883412516456
"sub-014",42,"Happiness","Abstract","New",1,805.090611808938
"sub-014",43,"Dog","Abstract","New",0,798.055559137603
"sub-014",44,"Computer","Abstract","New",1,614.160992752431
"sub-014",45,"Road","Abstract","New",1,916.311837767668
"sub-014",46,"Lamp","Abstract","Old",1,666.107391146527
"sub-014",47,"Mountain","Abstract","Old",1,583.329903124199
"sub-014",48,"Generosity","Concrete","New",1,601.079558198632
"sub-014",49,"Park","Abstract","Old",1,598.61654905117
"sub-014",50,"Table","Abstract","Old",1,372.880321266326
"sub-014",51,"School","Abstract","Old",1,581.981708511386
"sub-014",52,"House","Concrete","New",1,489.645881547813
"sub-014",53,"Gratitude","Concrete","New",1,489.750981781507
"sub-014",54,"Determination","Concrete","Old",1,681.725086023174
"sub-014",55,"Peace","Abstract","Old",1,608.776410763197
"sub-014",56,"Shoe","Concrete","Old",1,686.311692889742
"sub-014",57,"Book","Concrete","New",0,673.317789774661
"sub-014",58,"Shoe","Abstract","Old",1,419.604088437734
"sub-014",59,"Respect","Concrete","New",1,454.458888352072
"sub-014",60,"Loyalty","Abstract","New",1,796.724749272426
"sub-014",61,"Love","Abstract","New",1,713.547582196824
"sub-014",62,"Ambition","Concrete","Old",1,605.60748229782
"sub-014",63,"Tree","Concrete","New",0,271.795576323506
"sub-014",64,"Success","Abstract","New",1,584.658312518844
"sub-014",65,"Gratitude","Abstract","New",1,247.944981601355
"sub-014",66,"Phone","Concrete","Old",1,430.726840704604
"sub-014",67,"Train","Concrete","New",0,414.25331808385
"sub-014",68,"Integrity","Concrete","Old",1,241.985571750789
"sub-014",69,"Beach","Abstract","Old",1,387.136415156455
"sub-014",70,"Courage","Concrete","Old",1,623.335137638302
"sub-014",71,"Lamp","Concrete","Old",0,308.857707945313
"sub-014",72,"Tree","Abstract","New",1,304.407591580714
"sub-014",73,"River","Abstract","New",1,628.918294805157
"sub-014",74,"Happiness","Concrete","New",1,314.608920443404
"sub-014",75,"Boat","Abstract","New",1,797.539231695353
"sub-014",76,"Apple","Abstract","Old",1,795.108962271351
"sub-014",77,"Success","Concrete","New",1,760.17810492596
"sub-014",78,"Knowledge","Concrete","Old",1,73.5680819147238
"sub-014",79,"Faith","Abstract","New",1,462.011309969209
"sub-014",80,"Humility","Concrete","Old",1,334.750094445841
"sub-014",81,"Car","Concrete","New",1,618.954413481282
"sub-014",82,"Creativity","Abstract","New",1,313.589155203516
"sub-014",83,"Bridge","Concrete","New",1,394.6564658828
"sub-014",84,"Chair","Concrete","Old",0,513.474041652483
"sub-014",85,"Dog","Concrete","New",0,715.192364593886
"sub-014",86,"Road","Concrete","New",0,439.739806459555
"sub-014",87,"Generosity","Abstract","New",1,532.892449152178
"sub-014",88,"Bridge","Abstract","New",1,547.451106228843
"sub-014",89,"Peace","Concrete","Old",1,282.28573711748
"sub-014",90,"Friendship","Concrete","Old",1,508.668072986382
"sub-014",91,"House","Abstract","New",1,631.952694192574
"sub-014",92,"Friendship","Abstract","Old",1,676.746501747465
"sub-014",93,"Book","Abstract","New",1,687.303045360778
"sub-014",94,"Patience","Concrete","New",1,461.652692948795
"sub-014",95,"Knowledge","Abstract","Old",1,499.365614595759
"sub-014",96,"Creativity","Concrete","New",1,507.658606491306
"sub-014",97,"Freedom","Abstract","New",1,473.944087845799
"sub-014",98,"Train","Abstract","New",1,780.272653892789
"sub-014",99,"Faith","Concrete","New",1,616.834199520756
"sub-014",100,"Freedom","Concrete","New",1,594.901080101301
"sub-015",1,"Love","Concrete","New",1,376.584393881478
"sub-015",2,"Beach","Concrete","Old",1,789.403572021187
"sub-015",3,"Happiness","Concrete","Old",1,428.41007667748
"sub-015",4,"Lamp","Concrete","Old",1,628.144905591458
"sub-015",5,"Faith","Concrete","Old",1,-27.4085977742207
"sub-015",6,"Garden","Abstract","New",1,665.192881972219
"sub-015",7,"Peace","Concrete","Old",1,636.7351736453
"sub-015",8,"Lamp","Abstract","Old",1,835.154185416657
"sub-015",9,"Knowledge","Abstract","New",1,646.598879171751
